book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
3488,40929,40929,40514,24,375756787,9780375756790.0,Edmund Morris,1979.0,The Rise of Theodore Roosevelt,The Rise of Theodore Roosevelt,eng,4.25,26920,28423,1339,726,866,3377,9063,14391,https://images.gr-assets.com/books/1452010007m/40929.jpg,https://images.gr-assets.com/books/1452010007s/40929.jpg,0
3556,17157,17157,1850916,55,307277747,9780307277750.0,Antonia Fraser,2001.0,Marie Antoinette: The Journey,Marie Antoinette: The Journey,en-US,3.91,24158,26393,1029,625,1401,6212,9588,8567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3561,144977,144977,1100660,55,786888768,9780786888760.0,J.R. Moehringer,2005.0,The Tender Bar: A Memoir,The Tender Bar,eng,3.93,23055,25277,2393,298,1446,5717,10005,7811,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3564,691520,691520,1422202,54,446697338,9780446697330.0,"Danny Sugerman, Jerry Hopkins",1980.0,No One Here Gets Out Alive,No One Here Gets Out Alive,,3.92,28436,29569,643,468,1500,7373,10704,9524,https://images.gr-assets.com/books/1344270704m/691520.jpg,https://images.gr-assets.com/books/1344270704s/691520.jpg,0
3568,15171,15171,17077,23,965030067,9780965030070.0,Haven Kimmel,2001.0,"A Girl Named Zippy: Growing up Small in Mooreland, Indiana",A Girl Named Zippy,,3.79,27928,30263,3487,667,2258,8151,10858,8329,https://images.gr-assets.com/books/1334082673m/15171.jpg,https://images.gr-assets.com/books/1334082673s/15171.jpg,0
3572,6462,6462,1615,25,1400032539,9781400032530.0,Joseph J. Ellis,2004.0,His Excellency: George Washington,His Excellency: George Washington,eng,3.9,27178,27987,1087,1234,1327,5548,10905,8973,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3588,3686,3686,994121,23,60572159,9780060572150.0,Ann Patchett,2004.0,Truth & Beauty: A Friendship,Truth and Beauty,eng,3.94,26344,28242,2655,429,1441,6400,11198,8774,https://images.gr-assets.com/books/1410140355m/3686.jpg,https://images.gr-assets.com/books/1410140355s/3686.jpg,0
3599,26827675,26827675,46857936,12,110188696X,9781101886960.0,"Leah Remini, Rebecca Paley",2015.0,Troublemaker: Surviving Hollywood and Scientology,Troublemaker: Surviving Hollywood and Scientology,eng,3.98,25172,31771,3803,600,1169,6455,13433,10114,https://images.gr-assets.com/books/1491248986m/26827675.jpg,https://images.gr-assets.com/books/1491248986s/26827675.jpg,0
3604,682761,682761,239601,31,068817776X,9780688177770.0,"Edith Hahn Beer, Susan Dworkin, Susan Sarandon, Julia Ormond, Rory Kennedy",1999.0,The Nazi Officer's Wife: How One Jewish Woman Survived The Holocaust,The Nazi Officer's Wife: How One Jewish Woman Survived the Holocaust,eng,4.14,22207,29275,2239,365,734,4544,12323,11309,https://images.gr-assets.com/books/1177117840m/682761.jpg,https://images.gr-assets.com/books/1177117840s/682761.jpg,0
3618,4961048,4961048,5026857,22,1439102252,9781439102250.0,Carrie Fisher,2008.0,Wishful Drinking,Wishful Drinking,eng,3.71,29934,35641,4526,842,3066,10365,12828,8540,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3675,93426,93426,2468245,25,609809644,9780609809650.0,Jack Weatherford,2004.0,Genghis Khan and the Making of the Modern World,Genghis Khan and the Making of the Modern World,eng,4.01,25452,26779,1672,608,1139,5085,10496,9451,https://images.gr-assets.com/books/1320531289m/93426.jpg,https://images.gr-assets.com/books/1320531289s/93426.jpg,0
3726,657371,657371,643459,23,1416913629,9781416913630.0,Nic Sheff,2008.0,Tweak: Growing Up On Methamphetamines,Tweak: Growing Up On Methamphetamines,en-US,3.93,23544,24997,2161,517,1603,5687,8442,8748,https://images.gr-assets.com/books/1259233004m/657371.jpg,https://images.gr-assets.com/books/1259233004s/657371.jpg,0
3734,91760,91760,88526,20,810959542,9780810959540.0,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1995.0,El diario de Frida Kahlo: Un íntimo autorretrato,The Diary of Frida Kahlo: An Intimate Self-Portrait,eng,3.88,25038,25315,243,1971,1772,4236,6585,10751,https://images.gr-assets.com/books/1407009131m/91760.jpg,https://images.gr-assets.com/books/1407009131s/91760.jpg,0
3751,8459594,8459594,13323806,19,140006872X,9781400068720.0,Gabrielle Hamilton,2001.0,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef","Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef",en-US,3.71,24531,26676,3381,669,2246,7428,10210,6123,https://images.gr-assets.com/books/1327889966m/8459594.jpg,https://images.gr-assets.com/books/1327889966s/8459594.jpg,0
3761,25378,25378,26119,16,60989157,9780060989160.0,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",2001.0,The Dirt: Confessions of the World's Most Notorious Rock Band,The Dirt: Confessions of the World's Most Notorious Rock Band,en-GB,4.16,22482,23915,1478,411,893,3898,7900,10813,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3811,46815,46815,1256238,42,60858796,9780060858800.0,Marya Hornbacher,1997.0,Wasted: A Memoir of Anorexia and Bulimia,Wasted: A Memoir of Anorexia and Bulimia,eng,3.99,25452,26466,1102,512,1585,5707,8570,10092,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3822,23705512,23705512,43314655,18,1476785651,9781476785650.0,"Felicia Day, Joss Whedon",2015.0,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost),eng,4.14,28276,31630,4659,799,1135,4585,11341,13770,https://images.gr-assets.com/books/1440565049m/23705512.jpg,https://images.gr-assets.com/books/1440565049s/23705512.jpg,0
3831,73864,73864,969470,43,452281903,9780452281900.0,Dave Pelzer,1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3),en-US,3.87,23605,25649,999,445,1942,6950,7537,8775,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3885,29780253,29780253,50150838,23,385689225,9780385689230.0,Trevor Noah,2016.0,,Born a Crime: Stories From a South African Childhood,eng,4.49,42573,53429,7736,532,556,3384,16837,32120,https://images.gr-assets.com/books/1473867911m/29780253.jpg,https://images.gr-assets.com/books/1473867911s/29780253.jpg,0
3893,135611,135611,892448,58,60740221,9780060740220.0,Bill Bryson,2007.0,Shakespeare: The World as Stage,Shakespeare: The World as Stage,en-US,3.79,25343,29299,2327,700,1626,8001,11844,7128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3896,56073,56073,480368,58,743222253,9780743222260.0,Hillary Rodham Clinton,2003.0,Living History,Living History,en-US,3.75,23870,24813,953,939,1726,6602,8830,6716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3905,1779929,1779929,2328657,30,1401303366,9781401303360.0,Kelly Corrigan,2005.0,The Middle Place,The Middle Place,,3.85,24282,25515,2842,324,1523,6778,10004,6886,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3966,4909,4909,3060322,71,743243781,9780743243780.0,Frank McCourt,2005.0,Teacher Man,"Teacher Man (Frank McCourt, #3)",en-CA,3.73,23736,26183,2065,398,1970,7967,9765,6083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
3985,46190,46190,45332,22,1400083028,9781400083020.0,Rob Sheffield,2007.0,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Love Is a Mix Tape,en-US,3.83,21971,24597,2403,611,1715,6230,8644,7397,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4037,12902549,12902549,18056954,27,,,"Laura Schroff, Alex Tresniowski, Valerie Salembier",2010.0,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny","An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",eng,4.0,22781,24873,3581,181,1044,5304,10358,7986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4039,6365221,6365221,6552532,22,080508925X,9780805089260.0,Rhoda Janzen,2009.0,Mennonite in a Little Black Dress: A Memoir of Going Home,Mennonite in a Little Black Dress: A Memoir of Going Home,en-US,3.17,23096,27991,4191,1769,5123,10687,7474,2938,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4072,12394068,12394068,17375206,88,1444737090,9781444737100.0,James Bowen,2012.0,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,eng,3.96,17971,27131,3539,483,1507,5973,9814,9354,https://images.gr-assets.com/books/1331779332m/12394068.jpg,https://images.gr-assets.com/books/1331779332s/12394068.jpg,0
4099,1883838,1883838,421308,20,1847371663,9781847371670.0,Nikki Sixx,2005.0,The Heroin Diaries: A Year in the Life of a Shattered Rock Star,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,en-GB,4.12,20531,22627,1551,457,1176,3922,6779,10293,https://images.gr-assets.com/books/1408936840m/1883838.jpg,https://images.gr-assets.com/books/1408936840s/1883838.jpg,0
4137,2145681,2145681,2216670,31,312342020,9780312342030.0,Augusten Burroughs,2008.0,A Wolf at the Table,A Wolf at the Table,eng,3.7,22175,23524,1876,672,2072,6735,8114,5931,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4153,111222,111222,15542976,21,345425502,9780345425510.0,Alison Weir,1996.0,The Life of Elizabeth I,The Life of Elizabeth I,en-US,4.05,23628,24636,586,476,876,4646,9500,9138,https://images.gr-assets.com/books/1320433923m/111222.jpg,https://images.gr-assets.com/books/1320433923s/111222.jpg,0
4171,103342,103342,1017164,70,786886307,9780786886300.0,"Malika Oufkir, Michèle Fitoussi",1999.0,La Prisonnière,Stolen Lives: Twenty Years in a Desert Jail,eng,4.08,16134,23437,2655,299,989,4496,8315,9338,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4174,609870,609870,596352,27,805421300,9780805421310.0,"Kim Carpenter, John R. Perry, Krickitt Carpenter",2000.0,The Vow: The Kim and Krickitt Carpenter Story,The Vow: The Kim & Krickitt Carpenter Story,eng,3.77,16705,23043,1817,824,2338,5858,6358,7665,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4189,613283,613283,2194204,82,967673747,9780967673740.0,Jean Sasson,1992.0,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Princess: A True Story of Life Behind the Veil in Saudi Arabia,en-US,4.0,20019,24097,2219,348,1100,5071,9329,8249,https://images.gr-assets.com/books/1377538002m/613283.jpg,https://images.gr-assets.com/books/1377538002s/613283.jpg,0
4197,172732,172732,818488,100,1876175702,9781876175700.0,"Ernesto Che Guevara, Aleida Guevara March",1993.0,Diarios de motocicleta: notas de viaje por América Latina,The Motorcycle Diaries: Notes on a Latin American Journey,eng,3.79,18964,23023,1265,345,1450,6536,9085,5607,https://images.gr-assets.com/books/1354902593m/172732.jpg,https://images.gr-assets.com/books/1354902593s/172732.jpg,0
4211,12722468,12722468,17858422,21,1400067898,9781400067890.0,Sally Bedell Smith,2012.0,Elizabeth The Queen: The Life Of A Modern Monarch,Elizabeth the Queen: The Life of a Modern Monarch,eng,3.85,20063,20705,933,816,1334,4928,6679,6948,https://images.gr-assets.com/books/1324343095m/12722468.jpg,https://images.gr-assets.com/books/1324343095s/12722468.jpg,0
4225,20980987,20980987,40358230,26,1455581089,9781455581080.0,Amanda Palmer,2014.0,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help","The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",eng,3.97,20075,22114,2349,1080,1341,3823,6721,9149,https://images.gr-assets.com/books/1408547261m/20980987.jpg,https://images.gr-assets.com/books/1408547261s/20980987.jpg,0
4274,196764,196764,436014,20,1400052297,9781400052300.0,Cupcake Brown,2006.0,A Piece of Cake: A Memoir,A Piece of Cake,eng,4.15,20083,21149,1916,344,961,3517,6618,9709,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4331,1149440,1149440,1136908,43,786865059,9780786865060.0,Charles R. Cross,2001.0,Heavier Than Heaven: A Biography of Kurt Cobain,Heavier Than Heaven: A Biography of Kurt Cobain,,4.09,18496,20221,777,265,777,3820,7324,8035,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4346,11281852,11281852,16209069,15,1451612060,9781451612070.0,"Katie J. Davis, Beth Clark",2011.0,,Kisses from Katie: A Story of Relentless Love and Redemption,en-US,4.4,20500,22060,2084,311,598,2355,5526,13270,https://images.gr-assets.com/books/1306266117m/11281852.jpg,https://images.gr-assets.com/books/1306266117s/11281852.jpg,0
4399,54270,54270,2049624,573,395083621,9780395083630.0,Adolf Hitler,1925.0,Mein Kampf,Mein Kampf,en-US,3.13,16285,23637,2272,3362,4062,6913,4851,4449,https://images.gr-assets.com/books/1395618385m/54270.jpg,https://images.gr-assets.com/books/1395618385s/54270.jpg,0
4412,7099273,7099273,7356968,19,385528191,9780385528190.0,"Wes  Moore, Tavis Smiley",2010.0,"The Other Wes Moore: One Name, Two Fates","The Other Wes Moore: One Name, Two Fates",en-GB,3.77,19964,23269,3168,296,1401,6737,9790,5045,https://images.gr-assets.com/books/1320554118m/7099273.jpg,https://images.gr-assets.com/books/1320554118s/7099273.jpg,0
4414,89284,89284,86172,11,1416938745,9781416938740.0,Tucker Max,2008.0,Assholes Finish First,"Assholes Finish First (Tucker Max, #2)",en-US,3.64,19838,20984,772,1278,2103,5413,6248,5942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4451,20170296,20170296,28028860,18,385346999,9780385346990.0,"Neil Patrick Harris, David Javerbaum, Antony Hare",2014.0,Neil Patrick Harris: Choose Your Own Autobiography,Neil Patrick Harris: Choose Your Own Autobiography,eng,3.86,21596,23134,3047,909,1350,5080,8495,7300,https://images.gr-assets.com/books/1400599072m/20170296.jpg,https://images.gr-assets.com/books/1400599072s/20170296.jpg,0
4478,1970449,1970449,2338187,25,61351423,9780061351430.0,"Slash, Anthony Bozza",2007.0,Slash,Slash,en-US,3.96,17989,19266,977,292,1020,4390,7049,6515,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4489,23215469,23215469,42694591,11,62372106,9780062372110.0,Holly Madison,2015.0,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,Down the Rabbit Hole: Curious Adventures and Cautionary Tales of a Former Playboy Bunny,eng,3.4,13213,20828,2379,1184,2800,7017,6203,3624,https://images.gr-assets.com/books/1427158803m/23215469.jpg,https://images.gr-assets.com/books/1427158803s/23215469.jpg,0
4527,470495,470495,1948077,21,679774025,9780679774020.0,Rick Bragg,1997.0,All Over But the Shoutin',All Over But the Shoutin',eng,4.09,21072,21783,1444,266,881,4059,8065,8512,https://images.gr-assets.com/books/1327905477m/470495.jpg,https://images.gr-assets.com/books/1327905477s/470495.jpg,0
4536,211099,211099,204315,49,812932293,9780812932290.0,Richard Branson,2011.0,"Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way","Losing My Virginity: How I've Survived, Had Fun, and Made a Fortune Doing Business My Way",eng,3.97,26225,28791,844,1260,1359,5181,10085,10906,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4545,13202092,13202092,18385042,34,547569653,9780547569660.0,"Scott Jurek, Steve Friedman",2012.0,Eat And Run,Eat and Run: My Unlikely Journey to Ultramarathon Greatness,en-US,3.95,17376,20086,1622,284,857,4776,7873,6296,https://images.gr-assets.com/books/1344746039m/13202092.jpg,https://images.gr-assets.com/books/1344746039s/13202092.jpg,0
4576,30253864,30253864,50723245,23,425285170,9780425285180.0,Lauren Graham,2016.0,"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between","Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",eng,4.04,30471,34247,5022,157,1125,7307,14372,11286,https://images.gr-assets.com/books/1492797634m/30253864.jpg,https://images.gr-assets.com/books/1492797634s/30253864.jpg,0
4594,31845516,31845516,48126510,20,1250128544,9781250128550.0,Glennon Doyle Melton,2016.0,Love Warrior,Love Warrior,en-US,4.1,20094,26061,3190,548,1293,4361,8772,11087,https://images.gr-assets.com/books/1473164102m/31845516.jpg,https://images.gr-assets.com/books/1473164102s/31845516.jpg,0
4601,25690958,25690958,45519636,24,,,Shonda Rhimes,2015.0,,"Year of Yes: How to Dance It Out, Stand In the Sun and Be Your Own Person",eng,4.05,25816,29603,3643,711,1454,5260,10269,11909,https://images.gr-assets.com/books/1443552148m/25690958.jpg,https://images.gr-assets.com/books/1443552148s/25690958.jpg,0
4660,12540,12540,901072,12,1400079098,9781400079090.0,Anne Lamott,1993.0,Operating Instructions: A Journal of My Son's First Year,Operating Instructions: A Journal of My Son's First Year,eng,4.18,19466,20063,1631,218,658,3173,7178,8836,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4691,1624,1624,192528,54,865471185,9780865471180.0,Beryl Markham,1942.0,West with the Night,West with the Night,en-US,4.18,19738,21928,2226,268,712,3554,7631,9763,https://images.gr-assets.com/books/1368204688m/1624.jpg,https://images.gr-assets.com/books/1368204688s/1624.jpg,0
4694,9972053,9972053,14866301,17,399157530,9780399157530.0,Betty White,2011.0,If You Ask Me: And of Course You Won't,If You Ask Me (And of Course You Won't),eng,3.65,22405,23426,2292,843,2269,7212,6985,6117,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4704,11395597,11395597,16327957,47,307401243,9780307401240.0,Jeanette Winterson,2011.0,Why Be Happy When You Could Be Normal?,Why Be Happy When You Could Be Normal?,,3.94,19537,22096,2247,580,1359,4448,8189,7520,https://images.gr-assets.com/books/1320512373m/11395597.jpg,https://images.gr-assets.com/books/1320512373s/11395597.jpg,0
4706,18594409,18594409,26340807,10,1608198065,9781608198060.0,Roz Chast,2014.0,Can't We Talk about Something More Pleasant?,Can't We Talk about Something More Pleasant?,eng,4.1,19118,19756,3156,803,842,2705,6635,8771,https://images.gr-assets.com/books/1421087235m/18594409.jpg,https://images.gr-assets.com/books/1421087235s/18594409.jpg,0
4707,37847,37847,37641,25,60987464,9780060987470.0,"Marilyn Manson, Neil Strauss",1998.0,The Long Hard Road Out of Hell,The Long Hard Road Out of Hell,eng,3.88,19011,20277,1034,631,1518,4598,6382,7148,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4725,13642929,13642929,21520935,20,307594882,9780307594880.0,Sonia Sotomayor,2013.0,,My Beloved World,eng,4.03,17742,20156,2789,510,769,3476,8242,7159,https://images.gr-assets.com/books/1348791624m/13642929.jpg,https://images.gr-assets.com/books/1348791624s/13642929.jpg,0
4734,22934446,22934446,37100610,20,62225073,9780062225080.0,Alan Cumming,2014.0,Not My Father's Son,Not My Father's Son,eng,4.0,11436,23330,3202,424,935,4437,9923,7611,https://images.gr-assets.com/books/1429218612m/22934446.jpg,https://images.gr-assets.com/books/1429218612s/22934446.jpg,0
4759,54529,54529,1429862,49,767903579,9780767903580.0,Adeline Yen Mah,1997.0,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,Falling Leaves: The Memoir of an Unwanted Chinese Daughter,eng,3.88,19598,21301,1636,317,1123,5386,8488,5987,https://images.gr-assets.com/books/1423952608m/54529.jpg,https://images.gr-assets.com/books/1423952608s/54529.jpg,0
4824,20663702,25189315,39962326,23,393240231,9780393240240.0,Caitlin Doughty,2014.0,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,Smoke Gets in Your Eyes: And Other Lessons from the Crematory,eng,4.04,10979,21669,3029,550,941,3694,8369,8115,https://images.gr-assets.com/books/1416181987m/20663702.jpg,https://images.gr-assets.com/books/1416181987s/20663702.jpg,0
4848,368916,368916,938626,64,140143505,9780140143510.0,Helene Hanff,1970.0,"84, Charing Cross Road","84, Charing Cross Road",eng,4.19,26899,29517,4095,163,779,4650,11589,12336,https://images.gr-assets.com/books/1287338794m/368916.jpg,https://images.gr-assets.com/books/1287338794s/368916.jpg,0
4852,29868610,29868610,45352758,19,1501117203,9781501117210.0,Anna Kendrick,2016.0,Scrappy Little Nobody,Scrappy Little Nobody,eng,3.91,28719,32610,4278,275,1415,7792,14453,8675,https://images.gr-assets.com/books/1469410391m/29868610.jpg,https://images.gr-assets.com/books/1469410391s/29868610.jpg,0
4879,15827066,15827066,21737662,28,62248472,9780062248470.0,"Jenna Miscavige Hill, Lisa Pulitzer",2013.0,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,Beyond Belief: My Secret Life Inside Scientology and My Harrowing Escape,eng,3.72,12643,21461,2487,483,1574,6319,8184,4901,https://images.gr-assets.com/books/1354001608m/15827066.jpg,https://images.gr-assets.com/books/1354001608s/15827066.jpg,0
4932,6340016,6340016,6526004,15,60596988,9780060596990.0,Mary Karr,2008.0,Lit,Lit,eng,3.88,17964,19543,1928,483,1357,4297,7339,6067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4949,2659997,2659997,3340863,35,61628018,9780061628020.0,"Elissa Wall, Lisa Pulitzer",2008.0,"Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs","Stolen Innocence: My Story of Growing Up in a Polygamous Sect, Becoming a Teenage Bride, and Breaking Free of Warren Jeffs",,3.89,19468,21574,1882,191,1069,5804,8373,6137,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4956,2063563,2063563,2068781,22,340936150,9780340936150.0,Russell Brand,2007.0,My Booky Wook,My Booky Wook,en-GB,3.42,16553,20083,1564,1055,2526,6732,6505,3265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4968,10907,10907,521767,26,60744871,9780060744880.0,Chris Gardner,2006.0,The Pursuit of Happyness,The Pursuit of Happyness,,4.17,18492,18833,678,271,715,3110,6104,8633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
4971,18728,18728,963376,18,684804484,9780684804480.0,Doris Kearns Goodwin,1994.0,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng,4.2,26004,27103,1107,713,1072,3635,8217,13466,https://images.gr-assets.com/books/1423756471m/18728.jpg,https://images.gr-assets.com/books/1423756471s/18728.jpg,0
4994,11466,11466,1559134,37,802136680,9780802136690.0,Tobias Wolff,1989.0,This Boy's Life: A Memoir,This Boy's Life,eng,3.98,19981,21010,1201,257,953,4430,8727,6643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5051,18646,18646,2351782,60,140280553,9780140280560.0,Dava Sobel,1999.0,Galileo's Daughter,"Galileo's Daughter: A Historical Memoir of Science, Faith and Love",en-US,3.74,21260,22333,1363,667,1607,6106,8420,5533,https://images.gr-assets.com/books/1414607526m/18646.jpg,https://images.gr-assets.com/books/1414607526s/18646.jpg,0
5053,11391817,11391817,16323867,4,545176867,9780545176870.0,Allen Say,2011.0,,Drawing from Memory,eng,3.81,21137,21140,346,1140,1939,4719,5254,8088,https://images.gr-assets.com/books/1328837508m/11391817.jpg,https://images.gr-assets.com/books/1328837508s/11391817.jpg,0
5081,22680,22680,1704815,16,679764410,9780679764410.0,Joseph J. Ellis,1996.0,American Sphinx: The Character of Thomas Jefferson,American Sphinx: The Character of Thomas Jefferson,eng,3.9,17375,17625,533,495,945,3917,6697,5571,https://images.gr-assets.com/books/1403187214m/22680.jpg,https://images.gr-assets.com/books/1403187214s/22680.jpg,0
